SamplingTime,AccelerationX,AccelerationY,AccelerationZ,GyroX,GyroY,GyroZ,Subject,Activity
1759737454.59513,1.932121,-2.505532,-8.175002,0.746957,0.600046,-0.457333,1,WALK
1759737454.61482,2.767847,-2.59741,-8.402451,0.462968,0.812204,0.218971,1,WALK
1759737454.63516,2.678663,-2.379687,-8.483255,0.171089,0.581868,0.992355,1,WALK
1759737454.65478,1.694945,-1.883788,-8.565256,-0.047018,0.201381,1.461558,1,WALK
1759737454.67518,0.486322,-1.414973,-8.542661,-0.191667,0.038299,1.496009,1,WALK
1759737454.69514,-0.529418,-1.318457,-8.730157,-0.263479,0.13034,1.171774,1,WALK
1759737454.71518,-0.8673,-1.485901,-8.953566,-0.247524,0.147229,0.696496,1,WALK
1759737454.73519,-0.42961,-1.57733,-9.143307,-0.175113,-0.001966,0.307532,1,WALK
1759737454.75516,0.025438,-1.919402,-9.229647,-0.121194,-0.158119,0.125862,1,WALK
1759737454.77518,0.187795,-2.342277,-9.279177,-0.061159,-0.205189,0.055394,1,WALK
1759737454.79516,0.253037,-2.5392,-9.043648,0.052832,-0.245977,0.034862,1,WALK
1759737454.81518,0.339528,-2.707842,-8.838345,0.128494,-0.231361,0.039128,1,WALK
1759737454.83518,0.241964,-2.937985,-8.751406,0.094467,-0.117196,0.06343,1,WALK
1759737454.85516,0.045789,-3.108422,-9.122058,0.022571,-0.011424,0.145412,1,WALK
1759737454.87518,-0.293888,-3.049764,-9.613318,0.028739,-0.014313,0.163229,1,WALK
1759737454.89517,-0.571765,-2.920926,-10.159196,0.068576,0.00878,0.080155,1,WALK
1759737454.91518,-1.013196,-3.203143,-10.253917,0.182099,-0.038538,-0.142735,1,WALK
1759737454.93518,-0.488268,-2.880524,-10.03769,0.160458,0.263828,-0.273378,1,WALK
1759737454.95516,0.363769,-2.947262,-10.650606,-0.265369,0.889147,-0.050322,1,WALK
1759737454.97463,0.889895,-2.641403,-11.438298,-0.680241,1.036525,0.326634,1,WALK
1759737454.99471,1.01155,-1.582268,-12.323405,-0.684373,0.667955,0.556628,1,WALK
1759737455.01514,0.389507,-0.939724,-11.76795,-0.205638,-0.067614,0.376246,1,WALK
1759737455.03518,-0.73517,-0.930297,-10.184635,0.375197,-0.623796,-0.153875,1,WALK
1759737455.05515,-1.555932,-1.382053,-8.593538,0.661128,-0.699363,-0.736883,1,WALK
1759737455.07463,-1.66831,-2.21329,-7.727884,0.609135,-0.335063,-1.119441,1,WALK
1759737455.09472,-1.200094,-2.850896,-7.7216,0.353785,0.116602,-1.164099,1,WALK
1759737455.11467,-0.226701,-2.910152,-8.233959,0.066648,0.497807,-0.856414,1,WALK
1759737455.13516,0.599448,-2.585139,-9.102007,-0.053313,0.666318,-0.397965,1,WALK
1759737455.15516,0.931195,-2.05198,-9.621249,-0.001801,0.431739,-0.030063,1,WALK
1759737455.17463,0.423026,-1.677587,-9.759065,0.052582,0.185856,0.13889,1,WALK
1759737455.19473,-0.27249,-1.56491,-9.659556,0.035249,0.112224,0.078955,1,WALK
1759737455.21519,-0.552462,-1.351377,-9.555408,0.011441,0.062983,-0.096378,1,WALK
1759737455.23518,-0.513706,-1.26773,-9.483283,0.067433,-0.024265,-0.323799,1,WALK
1759737455.25515,-0.041899,-1.325789,-9.296835,0.180007,-0.19015,-0.492683,1,WALK
1759737455.27464,0.378583,-1.608006,-8.982745,0.296755,-0.35077,-0.534387,1,WALK
1759737455.29476,0.608426,-1.890671,-8.632294,0.316345,-0.364049,-0.494113,1,WALK
1759737455.31518,0.780959,-2.183512,-8.28693,0.26871,-0.32395,-0.417961,1,WALK
1759737455.33518,0.92491,-2.413954,-8.151808,0.191244,-0.27471,-0.275575,1,WALK
1759737455.35516,1.087865,-2.629133,-8.239944,0.086098,-0.207846,-0.077286,1,WALK
1759737455.37462,1.120037,-2.816778,-8.553435,-0.036919,-0.087783,0.132622,1,WALK
